Tournament,Stage,Match Type,Player,Teams,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths,Cluster
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Munchkin,Gen.G,"kayo, skye, viper",627,1.06,196.0,1.02,74.0,130.0,0.66,0.44,0.07,0.1,25.0,23.0,18/78,22,411,402,278,41,61,Best Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,stax,DRX,"breach, fade, kayo, skye, sova",372,0.96,174.0,0.88,73.0,109.0,0.58,0.48,0.08,0.1,26.0,11.0,3/28,17,216,246,180,30,38,Normal Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,something,Paper Rex,"gekko, jett, reyna",494,1.14,230.0,1.22,76.0,146.0,0.82,0.22,0.2,0.12,27.0,13.0,4/30,25,406,334,109,99,61,Best Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,sScary,BLEED,"brimstone, harbor, omen, viper",294,1.12,220.0,1.11,75.0,143.0,0.78,0.33,0.09,0.07,25.0,11.0,5/45,26,228,206,96,27,21,Normal Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,neth,DetonatioN FocusMe,"cypher, killjoy",284,0.82,161.0,0.79,66.0,108.0,0.57,0.2,0.06,0.11,24.0,12.0,5/41,23,162,204,56,16,32,Normal Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,mindfreak,Paper Rex,"brimstone, omen, viper",494,1.06,193.0,1.12,77.0,126.0,0.7,0.37,0.05,0.06,32.0,10.0,7/73,26,347,309,181,27,31,Best Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,lenne,Talon Esports,"fade, gekko, sova",91,0.95,177.0,0.83,75.0,112.0,0.57,0.45,0.09,0.07,18.0,6.0,1/16,15,52,63,41,8,6,Under Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,invy,Team Secret,"breach, fade, kayo, viper",382,1.12,207.0,1.05,77.0,137.0,0.74,0.49,0.06,0.05,34.0,13.0,5/39,25,282,268,188,24,18,Normal Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,iZu,T1,"omen, raze, skye, viper, yoru",531,0.91,185.0,0.88,70.0,121.0,0.65,0.34,0.09,0.12,27.0,24.0,13/55,26,347,395,180,49,64,Best Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,hiroronn,ZETA DIVISION,"breach, gekko, kayo, skye, sova",299,0.81,165.0,0.76,73.0,104.0,0.56,0.39,0.06,0.12,32.0,16.0,5/31,20,167,220,116,19,37,Normal Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,fl1pzjder,Rex Regum Qeon,"gekko, kayo, viper, yoru",244,0.8,156.0,0.74,66.0,108.0,0.54,0.29,0.08,0.12,27.0,22.0,6/27,23,132,178,70,20,29,Normal Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,f0rsakeN,Paper Rex,"breach, cypher, harbor, kayo, skye, sova",494,1.06,196.0,1.11,78.0,131.0,0.72,0.35,0.08,0.11,32.0,17.0,7/42,25,354,319,174,39,56,Best Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Meteor,Gen.G,"cypher, jett, killjoy, yoru",627,0.97,211.0,1.02,68.0,141.0,0.74,0.17,0.13,0.09,32.0,9.0,6/69,24,467,456,105,82,55,Best Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,d4v41,Paper Rex,"kayo, killjoy, omen, sage, skye, viper",494,1.13,211.0,1.17,81.0,136.0,0.74,0.42,0.09,0.06,31.0,10.0,5/50,22,364,311,206,43,29,Best Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,ban,Talon Esports,"chamber, cypher, kayo, killjoy, skye, viper, yoru",339,0.98,208.0,1.05,66.0,137.0,0.75,0.24,0.13,0.12,33.0,7.0,2/30,26,254,243,81,43,40,Normal Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Zest,BLEED,"fade, gekko, skye, sova",294,0.94,176.0,0.9,69.0,117.0,0.62,0.26,0.05,0.07,26.0,11.0,4/36,24,181,202,76,16,21,Normal Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Surf,Talon Esports,"cypher, killjoy, viper",248,0.92,170.0,0.9,68.0,119.0,0.59,0.19,0.08,0.07,38.0,10.0,2/20,23,146,163,46,20,17,Normal Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,SugarZ3ro,ZETA DIVISION,"astra, brimstone, omen, viper",299,1.03,194.0,1.01,77.0,122.0,0.69,0.43,0.05,0.07,33.0,15.0,4/27,24,205,202,130,16,22,Normal Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Sayaplayer,T1,"jett, neon, raze, reyna",531,0.94,210.0,0.96,70.0,139.0,0.73,0.17,0.17,0.16,26.0,14.0,8/56,25,390,407,90,92,86,Best Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,SSeeS,DetonatioN FocusMe,"omen, viper",284,0.86,151.0,0.78,70.0,98.0,0.55,0.34,0.05,0.06,31.0,10.0,4/39,18,155,198,97,13,17,Normal Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Russ,Global Esports,"fade, gekko, kayo, skye",302,0.98,192.0,0.99,72.0,124.0,0.7,0.31,0.08,0.09,41.0,24.0,7/29,21,210,212,95,25,27,Normal Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Rossy,T1,"breach, kayo, sage, skye, viper",531,1.06,201.0,1.0,74.0,132.0,0.69,0.4,0.07,0.08,26.0,17.0,13/75,22,369,370,215,39,40,Best Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Retla,BLEED,"cypher, killjoy, viper",294,0.87,164.0,0.89,73.0,108.0,0.57,0.2,0.05,0.07,25.0,14.0,5/37,16,169,189,60,16,22,Normal Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,Polvi,Global Esports,"gekko, jett, raze",302,0.98,212.0,0.98,70.0,141.0,0.73,0.2,0.18,0.17,22.0,13.0,3/23,22,220,224,59,55,51,Normal Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,NDG,Team Secret,"cypher, killjoy",382,0.9,186.0,0.92,70.0,123.0,0.66,0.23,0.1,0.05,24.0,7.0,4/55,22,254,277,87,37,21,Normal Perform
Champions Tour 2024: Pacific Stage 1,All Stages,All Match Types,blaZek1ng,Global Esports,"omen, sova, viper",302,0.98,194.0,0.96,71.0,131.0,0.66,0.28,0.12,0.07,30.0,11.0,5/45,22,200,208,84,36,21,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,zekken,Sentinels,"jett, raze",289,1.03,243.0,1.1,72.0,154.0,0.81,0.16,0.23,0.15,23.0,19.0,3/16,23,234,213,47,67,44,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,vanity,Cloud9,"brimstone, omen, viper",383,0.83,164.0,0.79,73.0,107.0,0.57,0.38,0.08,0.1,22.0,15.0,6/40,20,217,275,144,30,39,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,artzin,MIBR,"jett, raze, sage",200,0.88,204.0,0.82,62.0,137.0,0.7,0.19,0.14,0.18,26.0,11.0,2/18,20,139,170,37,27,35,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Zellsis,Sentinels,"brimstone, kayo, killjoy, viper",289,1.02,184.0,0.99,72.0,129.0,0.63,0.26,0.07,0.09,21.0,18.0,6/34,23,182,183,75,20,25,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Xeppaa,Cloud9,"gekko, kayo, sage, skye",383,0.99,190.0,0.93,77.0,124.0,0.65,0.48,0.07,0.07,27.0,21.0,6/28,26,248,268,183,28,27,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Victor,NRG Esports,"brimstone, cypher, killjoy, raze",260,0.96,213.0,1.01,67.0,139.0,0.75,0.17,0.12,0.09,27.0,33.0,0/19,30,195,193,44,31,24,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Apoth,Evil Geniuses,"astra, brimstone, cypher, harbor, killjoy",280,0.85,174.0,0.84,61.0,119.0,0.6,0.21,0.11,0.15,37.0,17.0,5/30,22,168,201,58,31,42,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,TenZ,Sentinels,"gekko, kayo, omen",289,1.14,224.0,1.11,76.0,139.0,0.75,0.52,0.12,0.08,26.0,22.0,4/18,28,217,196,149,34,24,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Shyy,KRÜ Esports,"cypher, killjoy, viper",420,1.04,189.0,1.09,73.0,130.0,0.68,0.2,0.06,0.06,26.0,13.0,8/63,22,286,262,86,27,24,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Sacy,Sentinels,"fade, gekko, skye",289,0.91,162.0,0.9,71.0,111.0,0.58,0.3,0.06,0.07,32.0,12.0,4/33,22,168,187,86,18,21,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,RgLMeister,MIBR,"astra, brimstone, harbor, omen, viper",200,0.81,156.0,0.73,64.0,106.0,0.57,0.28,0.06,0.04,27.0,19.0,5/27,21,114,157,56,12,8,Under Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Quick,LOUD,"jett, phoenix, raze",261,0.77,173.0,0.79,61.0,112.0,0.6,0.11,0.15,0.2,23.0,6.0,1/17,19,156,198,28,40,53,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,OXY,Cloud9,"jett, raze",383,1.24,291.0,1.26,75.0,186.0,1.01,0.22,0.24,0.17,29.0,18.0,3/17,35,387,307,86,93,66,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,NaturE,Evil Geniuses,"breach, kayo, killjoy, skye, viper, yoru",280,1.04,200.0,0.98,69.0,132.0,0.69,0.37,0.05,0.06,32.0,12.0,6/49,24,192,195,104,15,18,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Melser,KRÜ Esports,"omen, viper",420,1.0,174.0,1.0,71.0,120.0,0.63,0.28,0.08,0.08,32.0,15.0,7/46,22,263,263,119,33,34,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Mazino,LEVIATÁN,"breach, brimstone, harbor, kayo, omen",544,1.0,210.0,1.02,74.0,134.0,0.73,0.4,0.07,0.1,29.0,15.0,7/46,26,395,389,216,37,56,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Marved,NRG Esports,"cypher, omen, viper",260,0.94,190.0,0.93,67.0,125.0,0.65,0.24,0.08,0.11,28.0,27.0,9/33,21,170,182,63,22,28,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Less,LOUD,"cypher, viper",261,1.13,205.0,1.16,72.0,140.0,0.73,0.21,0.06,0.07,28.0,12.0,6/52,25,190,164,56,16,17,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Klaus,KRÜ Esports,"breach, cypher, gekko, sova, viper",420,0.85,178.0,0.82,73.0,117.0,0.59,0.29,0.11,0.08,25.0,15.0,4/27,18,249,302,121,48,34,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Khalil,FURIA,"brimstone, cypher, killjoy, omen",224,0.85,164.0,0.77,69.0,112.0,0.57,0.25,0.04,0.09,29.0,21.0,8/39,17,127,164,56,9,20,Under Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,JonahP,G2 Esports,"breach, kayo, skye, viper",584,0.96,184.0,0.89,74.0,119.0,0.61,0.45,0.05,0.09,27.0,10.0,7/67,20,356,401,262,32,51,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Ethan,NRG Esports,"breach, kayo, omen, skye, yoru",260,1.01,191.0,0.96,72.0,122.0,0.65,0.43,0.07,0.1,21.0,17.0,4/24,19,168,175,112,17,25,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Derrek,Evil Geniuses,"fade, gekko, skye, sova",280,0.99,183.0,0.95,68.0,125.0,0.66,0.27,0.05,0.04,33.0,20.0,8/40,26,184,194,76,13,12,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Demon1,NRG Esports,"brimstone, jett, raze",260,0.92,204.0,0.91,71.0,140.0,0.7,0.2,0.16,0.17,36.0,12.0,3/26,21,182,199,52,42,44,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Cryocells,100 Thieves,"astra, brimstone, gekko, jett",457,1.24,243.0,1.35,77.0,161.0,0.88,0.27,0.14,0.06,24.0,12.0,5/42,33,402,298,123,65,29,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,C0M,LEVIATÁN,"cypher, fade, skye, sova, viper",544,0.86,161.0,0.8,71.0,109.0,0.54,0.29,0.09,0.07,22.0,15.0,8/53,22,293,368,158,49,40,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,aspas,LEVIATÁN,"jett, phoenix, raze",544,1.31,260.0,1.51,75.0,175.0,0.95,0.17,0.16,0.11,31.0,11.0,8/73,47,519,344,91,89,58,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Boostio,100 Thieves,"cypher, gekko, killjoy",457,0.8,170.0,0.87,70.0,111.0,0.61,0.21,0.09,0.12,24.0,26.0,6/23,22,278,318,94,39,56,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,bang,100 Thieves,"omen, viper",457,1.15,210.0,1.24,78.0,132.0,0.74,0.32,0.1,0.09,33.0,7.0,3/41,21,338,273,144,47,41,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,crashies,NRG Esports,"gekko, skye, sova",260,1.0,182.0,1.03,72.0,119.0,0.68,0.27,0.04,0.06,35.0,21.0,10/48,24,176,171,69,11,16,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,valyn,G2 Esports,"astra, brimstone, harbor, omen",584,1.14,212.0,1.15,76.0,136.0,0.77,0.34,0.11,0.09,27.0,20.0,14/70,26,450,392,198,65,50,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,tuyz,LOUD,"brimstone, harbor, omen, viper",261,0.99,166.0,0.91,70.0,111.0,0.6,0.35,0.06,0.07,33.0,13.0,5/39,17,157,172,92,15,17,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,trent,G2 Esports,"fade, gekko, sova, viper",584,1.08,196.0,1.05,72.0,132.0,0.68,0.32,0.08,0.08,28.0,20.0,15/75,29,395,376,189,47,46,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,tex,LEVIATÁN,"cypher, gekko, killjoy, sage",544,0.93,185.0,0.97,71.0,122.0,0.65,0.17,0.11,0.12,35.0,12.0,6/49,25,352,363,95,59,63,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,supamen,Evil Geniuses,"omen, viper",280,0.89,184.0,0.87,69.0,122.0,0.64,0.29,0.11,0.11,37.0,7.0,2/30,23,180,208,82,31,32,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,saadhak,LOUD,"breach, deadlock, kayo, killjoy, sova",261,0.89,193.0,0.84,67.0,131.0,0.62,0.34,0.09,0.13,26.0,13.0,3/23,23,163,194,88,23,34,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,runi,Cloud9,"sova, viper",383,1.05,188.0,1.08,73.0,134.0,0.69,0.27,0.08,0.06,35.0,18.0,10/55,21,263,244,102,29,23,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,nzr,FURIA,"fade, kayo, skye, sova",224,1.02,192.0,0.94,67.0,126.0,0.68,0.28,0.03,0.03,26.0,11.0,5/45,23,153,163,62,6,6,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,mwzera,FURIA,"jett, omen, raze, reyna, yoru",224,0.78,192.0,0.77,63.0,125.0,0.66,0.21,0.1,0.17,20.0,33.0,0/17,23,148,191,46,22,39,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,moose,Cloud9,"cypher, killjoy",383,0.98,176.0,1.04,72.0,120.0,0.63,0.19,0.07,0.06,24.0,14.0,9/65,21,243,233,71,25,23,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,mazin,MIBR,"gekko, kayo, skye, viper",200,0.62,128.0,0.55,61.0,84.0,0.42,0.35,0.04,0.09,26.0,10.0,3/31,12,84,154,70,7,18,Under Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,cauanzin,LOUD,"breach, fade, kayo, skye, sova",261,0.98,202.0,0.95,74.0,130.0,0.69,0.32,0.1,0.08,27.0,18.0,3/17,21,179,189,84,26,20,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,leaf,G2 Esports,"cypher, killjoy, viper",584,1.08,222.0,1.15,72.0,148.0,0.78,0.2,0.11,0.1,24.0,19.0,12/62,28,458,400,119,63,59,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,kiNgg,LEVIATÁN,"omen, viper",544,1.1,205.0,1.14,76.0,137.0,0.73,0.38,0.1,0.07,30.0,14.0,8/57,30,396,348,205,54,37,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,keznit,KRÜ Esports,"jett, raze, reyna",420,1.11,251.0,1.2,70.0,168.0,0.87,0.19,0.2,0.17,29.0,10.0,3/30,27,366,306,80,83,71,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,jzz,MIBR,"gekko, raze, skye, sova",200,0.87,196.0,0.83,66.0,136.0,0.68,0.2,0.14,0.11,32.0,19.0,5/27,19,136,164,40,28,22,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,johnqt,Sentinels,"cypher, viper",289,1.07,188.0,1.12,76.0,125.0,0.67,0.31,0.06,0.07,27.0,19.0,9/47,29,194,173,91,16,19,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,jawgemo,Evil Geniuses,"jett, raze",280,0.93,217.0,0.94,63.0,146.0,0.73,0.15,0.16,0.14,20.0,14.0,3/21,29,205,218,41,46,40,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,icy,G2 Esports,"gekko, jett, raze, yoru",584,0.88,187.0,0.89,68.0,125.0,0.66,0.19,0.14,0.15,26.0,15.0,7/47,26,385,434,110,81,90,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,heat,KRÜ Esports,"fade, gekko, kayo, skye",420,1.15,212.0,1.18,76.0,140.0,0.78,0.38,0.07,0.09,36.0,19.0,10/52,26,327,278,160,28,37,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,havoc,FURIA,"cypher, gekko, jett, kayo, killjoy, raze",224,0.73,178.0,0.72,59.0,124.0,0.61,0.17,0.13,0.22,39.0,23.0,5/22,20,136,188,37,28,49,Normal Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,frz,MIBR,"cypher, killjoy, viper",200,0.93,186.0,0.84,65.0,126.0,0.65,0.21,0.08,0.14,26.0,14.0,6/42,25,130,155,42,16,27,Under Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,eeiu,100 Thieves,"fade, sova",457,1.17,195.0,1.26,78.0,134.0,0.72,0.31,0.06,0.04,32.0,12.0,10/86,24,328,261,140,27,18,Best Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,kon4n,FURIA,"kayo, viper",224,0.7,154.0,0.69,64.0,102.0,0.53,0.25,0.07,0.13,27.0,13.0,4/32,14,118,172,55,16,29,Under Perform
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Asuna,100 Thieves,"gekko, kayo, raze",457,1.07,230.0,1.13,74.0,145.0,0.78,0.35,0.14,0.15,20.0,15.0,4/26,25,357,315,161,66,69,Best Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,ANGE1,Natus Vincere,"cypher, fade, gekko, sova, yoru",329,0.89,185.0,0.88,68.0,124.0,0.64,0.29,0.1,0.1,34.0,10.0,3/30,25,212,241,95,32,34,Normal Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,Brave,BBL Esports,"brimstone, omen, viper",268,0.99,205.0,0.98,71.0,133.0,0.7,0.37,0.09,0.07,31.0,20.0,6/30,24,187,190,98,24,20,Normal Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,Alfajer,FNATIC,"cypher, deadlock, killjoy, raze, viper",646,1.08,219.0,1.14,72.0,145.0,0.77,0.19,0.12,0.11,29.0,9.0,6/65,28,496,436,123,79,73,Best Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,Boo,Team Heretics,"omen, sage, viper",511,0.91,158.0,0.84,72.0,104.0,0.55,0.42,0.08,0.08,36.0,10.0,7/68,23,280,332,216,42,43,Best Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,AtaKaptan,FUT Esports,"omen, viper",440,0.86,177.0,0.83,70.0,113.0,0.59,0.39,0.09,0.13,23.0,16.0,7/44,20,259,312,173,39,56,Best Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,Leo,FNATIC,"breach, fade, gekko, sova",646,1.21,211.0,1.35,81.0,139.0,0.76,0.36,0.04,0.03,27.0,10.0,10/99,28,492,364,235,28,19,Best Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,reazy,BBL Esports,"gekko, skye, sova, viper",268,0.86,156.0,0.78,68.0,108.0,0.53,0.37,0.04,0.07,29.0,24.0,8/34,15,141,180,98,10,19,Normal Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,benjyfishy,Team Heretics,"cypher, killjoy, viper",511,1.16,210.0,1.25,72.0,140.0,0.79,0.17,0.09,0.06,33.0,19.0,13/69,28,404,322,87,44,32,Best Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,beyAz,Gentle Mates,"breach, kayo, skye, sova",186,0.85,179.0,0.79,70.0,120.0,0.62,0.37,0.06,0.08,22.0,3.0,1/29,25,116,146,69,11,15,Under Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,cNed,FUT Esports,"chamber, jett, raze, sage",440,1.16,239.0,1.25,75.0,156.0,0.85,0.18,0.15,0.14,28.0,8.0,3/39,25,373,299,79,66,60,Best Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,ceNder,Team Vitality,"brimstone, killjoy, omen, viper",331,0.91,176.0,0.85,68.0,123.0,0.61,0.33,0.07,0.08,24.0,11.0,4/36,23,203,238,109,22,28,Normal Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,grubinho,KOI,"brimstone, omen, viper",239,1.04,192.0,0.97,78.0,129.0,0.66,0.32,0.1,0.09,33.0,15.0,5/34,22,158,163,76,23,22,Normal Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,hoody,GIANTX,"cypher, viper",281,0.94,179.0,0.91,68.0,125.0,0.64,0.25,0.1,0.07,27.0,12.0,5/43,30,180,198,71,29,21,Normal Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,kamo,KOI,"jett, neon, omen, raze, yoru",239,0.91,212.0,0.91,66.0,137.0,0.72,0.14,0.19,0.18,30.0,22.0,2/9,25,173,191,34,45,42,Normal Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,logaN,Gentle Mates,"cypher, killjoy, omen, viper",186,1.01,186.0,0.98,68.0,120.0,0.66,0.2,0.07,0.08,34.0,6.0,2/35,19,123,125,38,13,14,Under Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,marteen,Karmine Corp,"jett, raze, reyna, yoru",420,1.03,218.0,1.07,73.0,148.0,0.75,0.19,0.19,0.15,27.0,24.0,8/34,28,317,297,79,79,65,Best Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,nAts,Team Liquid,"cypher, viper",355,1.04,212.0,1.15,74.0,141.0,0.77,0.23,0.08,0.08,29.0,22.0,11/49,24,275,239,83,28,28,Normal Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,ardiis,Natus Vincere,"breach, jett, kayo",329,1.09,215.0,1.07,75.0,143.0,0.77,0.4,0.12,0.11,24.0,17.0,4/23,23,253,236,133,39,37,Normal Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,nataNk,Gentle Mates,"phoenix, raze, sage",186,1.12,237.0,1.08,68.0,155.0,0.83,0.23,0.15,0.14,25.0,47.0,7/15,25,154,142,43,28,26,Normal Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,paTiTek,Team Heretics,"brimstone, kayo, viper",160,0.89,183.0,0.84,70.0,125.0,0.6,0.43,0.06,0.11,23.0,12.0,2/17,17,96,114,68,9,18,Under Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,purp0,GIANTX,"chamber, jett, raze, yoru",281,1.04,216.0,0.99,68.0,146.0,0.74,0.16,0.18,0.14,31.0,7.0,2/29,26,207,210,46,51,40,Normal Perform
Champions Tour 2024: EMEA Stage 1,All Stages,All Match Types,qRaxs,FUT Esports,"gekko, kayo, raze, sage",440,1.09,202.0,1.1,73.0,130.0,0.74,0.36,0.07,0.06,29.0,20.0,11/56,24,326,297,160,31,27,Best Perform
